"Plot Title: Level 20028982"
"#","Date Time, GMT-08:00","Abs Pres, mm Hg (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Press)","Temp, °C (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Temp)","Coupler Detached (LGR S/N: 20028982)","Coupler Attached (LGR S/N: 20028982)","Host Connected (LGR S/N: 20028982)","Stopped (LGR S/N: 20028982)","End Of File (LGR S/N: 20028982)"
452,02/17/18 04:45:00 AM,926.67,16.141,,,,,
453,02/17/18 05:00:00 AM,926.92,16.141,,,,,
454,02/17/18 05:15:00 AM,926.79,16.141,,,,,
455,02/17/18 05:30:00 AM,926.92,16.141,,,,,
456,02/17/18 05:45:00 AM,926.92,16.141,,,,,
457,02/17/18 06:00:00 AM,927.04,16.141,,,,,
458,02/17/18 06:15:00 AM,927.17,16.141,,,,,
459,02/17/18 06:30:00 AM,927.29,16.141,,,,,
460,02/17/18 06:45:00 AM,927.45,16.237,,,,,
461,02/17/18 07:00:00 AM,927.58,16.237,,,,,
462,02/17/18 07:15:00 AM,927.58,16.237,,,,,
463,02/17/18 07:30:00 AM,927.70,16.237,,,,,
464,02/17/18 07:45:00 AM,927.79,16.141,,,,,
465,02/17/18 08:00:00 AM,927.91,16.141,,,,,
466,02/17/18 08:15:00 AM,928.16,16.141,,,,,
467,02/17/18 08:30:00 AM,928.16,16.141,,,,,
468,02/17/18 08:45:00 AM,928.20,16.237,,,,,
469,02/17/18 09:00:00 AM,928.20,16.237,,,,,
470,02/17/18 09:15:00 AM,928.20,16.237,,,,,
471,02/17/18 09:30:00 AM,928.16,16.141,,,,,
472,02/17/18 09:45:00 AM,928.16,16.141,,,,,
473,02/17/18 10:00:00 AM,928.28,16.141,,,,,
474,02/17/18 10:15:00 AM,928.28,16.141,,,,,
475,02/17/18 10:30:00 AM,928.28,16.141,,,,,
476,02/17/18 10:45:00 AM,928.32,16.237,,,,,
477,02/17/18 11:00:00 AM,928.32,16.237,,,,,
478,02/17/18 11:15:00 AM,928.20,16.237,,,,,
479,02/17/18 11:30:00 AM,928.07,16.237,,,,,
480,02/17/18 11:45:00 AM,927.83,16.237,,,,,
481,02/17/18 12:00:00 PM,927.70,16.237,,,,,
482,02/17/18 12:15:00 PM,927.66,16.141,,,,,
483,02/17/18 12:30:00 PM,927.41,16.141,,,,,
484,02/17/18 12:45:00 PM,927.08,16.237,,,,,
485,02/17/18 01:00:00 PM,926.96,16.237,,,,,
486,02/17/18 01:15:00 PM,926.71,16.237,,,,,
487,02/17/18 01:30:00 PM,926.46,16.237,,,,,
488,02/17/18 01:45:00 PM,926.33,16.237,,,,,
489,02/17/18 02:00:00 PM,926.21,16.237,,,,,
490,02/17/18 02:15:00 PM,926.21,16.237,,,,,
491,02/17/18 02:30:00 PM,926.21,16.237,,,,,
492,02/17/18 02:45:00 PM,925.96,16.237,,,,,
493,02/17/18 03:00:00 PM,925.96,16.237,,,,,
494,02/17/18 03:15:00 PM,926.09,16.237,,,,,
495,02/17/18 03:30:00 PM,926.09,16.237,,,,,
496,02/17/18 03:45:00 PM,925.96,16.237,,,,,
497,02/17/18 04:00:00 PM,926.09,16.237,,,,,
498,02/17/18 04:15:00 PM,925.84,16.237,,,,,
499,02/17/18 04:30:00 PM,925.84,16.237,,,,,
500,02/17/18 04:45:00 PM,925.71,16.237,,,,,
501,02/17/18 05:00:00 PM,925.59,16.237,,,,,
502,02/17/18 05:15:00 PM,925.71,16.237,,,,,
503,02/17/18 05:30:00 PM,925.84,16.237,,,,,
504,02/17/18 05:45:00 PM,925.96,16.237,,,,,
505,02/17/18 06:00:00 PM,925.96,16.237,,,,,
506,02/17/18 06:15:00 PM,926.09,16.237,,,,,
507,02/17/18 06:30:00 PM,925.96,16.237,,,,,
508,02/17/18 06:45:00 PM,925.84,16.237,,,,,
509,02/17/18 07:00:00 PM,925.96,16.237,,,,,
510,02/17/18 07:15:00 PM,925.96,16.237,,,,,
511,02/17/18 07:30:00 PM,925.84,16.237,,,,,
512,02/17/18 07:45:00 PM,925.84,16.237,,,,,
513,02/17/18 08:00:00 PM,925.84,16.237,,,,,
514,02/17/18 08:15:00 PM,925.84,16.237,,,,,
515,02/17/18 08:30:00 PM,925.84,16.237,,,,,
516,02/17/18 08:45:00 PM,925.71,16.237,,,,,
517,02/17/18 09:00:00 PM,925.84,16.237,,,,,
518,02/17/18 09:15:00 PM,925.84,16.237,,,,,
519,02/17/18 09:30:00 PM,925.71,16.237,,,,,
520,02/17/18 09:45:00 PM,925.71,16.237,,,,,
521,02/17/18 10:00:00 PM,925.71,16.237,,,,,
522,02/17/18 10:15:00 PM,925.84,16.237,,,,,
523,02/17/18 10:30:00 PM,925.46,16.237,,,,,
524,02/17/18 10:45:00 PM,925.59,16.237,,,,,
525,02/17/18 11:00:00 PM,925.46,16.237,,,,,
526,02/17/18 11:15:00 PM,925.34,16.237,,,,,
527,02/17/18 11:30:00 PM,925.34,16.237,,,,,
528,02/17/18 11:45:00 PM,925.34,16.237,,,,,
529,02/18/18 12:00:00 AM,925.34,16.237,,,,,
530,02/18/18 12:15:00 AM,925.22,16.237,,,,,
531,02/18/18 12:30:00 AM,925.22,16.237,,,,,
532,02/18/18 12:45:00 AM,925.22,16.237,,,,,
533,02/18/18 01:00:00 AM,925.10,16.237,,,,,
534,02/18/18 01:15:00 AM,925.10,16.237,,,,,
535,02/18/18 01:30:00 AM,925.10,16.237,,,,,
536,02/18/18 01:45:00 AM,925.10,16.237,,,,,
537,02/18/18 02:00:00 AM,924.97,16.237,,,,,
538,02/18/18 02:15:00 AM,924.97,16.237,,,,,
539,02/18/18 02:30:00 AM,924.72,16.237,,,,,
540,02/18/18 02:45:00 AM,924.59,16.237,,,,,
541,02/18/18 03:00:00 AM,924.59,16.237,,,,,
542,02/18/18 03:15:00 AM,924.59,16.237,,,,,
543,02/18/18 03:30:00 AM,924.59,16.237,,,,,
544,02/18/18 03:45:00 AM,924.59,16.237,,,,,
545,02/18/18 04:00:00 AM,924.59,16.237,,,,,
546,02/18/18 04:15:00 AM,924.47,16.237,,,,,
547,02/18/18 04:30:00 AM,924.47,16.237,,,,,
548,02/18/18 04:45:00 AM,924.35,16.237,,,,,
549,02/18/18 05:00:00 AM,924.35,16.237,,,,,
550,02/18/18 05:15:00 AM,924.47,16.237,,,,,
551,02/18/18 05:30:00 AM,924.35,16.237,,,,,
552,02/18/18 05:45:00 AM,924.35,16.237,,,,,
553,02/18/18 06:00:00 AM,924.35,16.237,,,,,
554,02/18/18 06:15:00 AM,924.35,16.237,,,,,
555,02/18/18 06:30:00 AM,924.23,16.237,,,,,
556,02/18/18 06:45:00 AM,924.10,16.237,,,,,
557,02/18/18 07:00:00 AM,924.23,16.237,,,,,
558,02/18/18 07:15:00 AM,924.47,16.237,,,,,
559,02/18/18 07:30:00 AM,924.35,16.237,,,,,
560,02/18/18 07:45:00 AM,924.59,16.237,,,,,
561,02/18/18 08:00:00 AM,924.72,16.237,,,,,
562,02/18/18 08:15:00 AM,924.59,16.237,,,,,
563,02/18/18 08:30:00 AM,924.84,16.237,,,,,
564,02/18/18 08:45:00 AM,924.84,16.237,,,,,
565,02/18/18 09:00:00 AM,924.84,16.237,,,,,
566,02/18/18 09:15:00 AM,924.59,16.237,,,,,
567,02/18/18 09:30:00 AM,924.72,16.237,,,,,
568,02/18/18 09:45:00 AM,924.84,16.237,,,,,
569,02/18/18 10:00:00 AM,924.72,16.237,,,,,
570,02/18/18 10:15:00 AM,924.72,16.237,,,,,
571,02/18/18 10:30:00 AM,924.59,16.237,,,,,
572,02/18/18 10:45:00 AM,924.47,16.237,,,,,
573,02/18/18 11:00:00 AM,924.35,16.237,,,,,
574,02/18/18 11:15:00 AM,923.85,16.237,,,,,
575,02/18/18 11:30:00 AM,923.85,16.237,,,,,
576,02/18/18 11:45:00 AM,923.60,16.237,,,,,
577,02/18/18 12:00:00 PM,923.36,16.237,,,,,
578,02/18/18 12:15:00 PM,923.36,16.237,,,,,
579,02/18/18 12:30:00 PM,923.23,16.237,,,,,
580,02/18/18 12:45:00 PM,922.73,16.237,,,,,
581,02/18/18 01:00:00 PM,922.86,16.237,,,,,
582,02/18/18 01:15:00 PM,922.49,16.237,,,,,
583,02/18/18 01:30:00 PM,922.49,16.237,,,,,
584,02/18/18 01:45:00 PM,922.36,16.237,,,,,
585,02/18/18 02:00:00 PM,922.24,16.237,,,,,
586,02/18/18 02:15:00 PM,922.11,16.237,,,,,
587,02/18/18 02:30:00 PM,921.99,16.237,,,,,
588,02/18/18 02:45:00 PM,921.74,16.237,,,,,
589,02/18/18 03:00:00 PM,921.74,16.237,,,,,
590,02/18/18 03:15:00 PM,921.62,16.237,,,,,
591,02/18/18 03:30:00 PM,921.49,16.237,,,,,
592,02/18/18 03:45:00 PM,921.37,16.237,,,,,
593,02/18/18 04:00:00 PM,921.12,16.237,,,,,
594,02/18/18 04:15:00 PM,921.16,16.332,,,,,
595,02/18/18 04:30:00 PM,920.99,16.237,,,,,
596,02/18/18 04:45:00 PM,920.75,16.237,,,,,
597,02/18/18 05:00:00 PM,920.78,16.332,,,,,
598,02/18/18 05:15:00 PM,920.66,16.332,,,,,
599,02/18/18 05:30:00 PM,920.91,16.332,,,,,
600,02/18/18 05:45:00 PM,920.87,16.237,,,,,
601,02/18/18 06:00:00 PM,920.84,16.141,,,,,
602,02/18/18 06:15:00 PM,921.08,16.141,,,,,
603,02/18/18 06:30:00 PM,921.20,16.141,,,,,
604,02/18/18 06:45:00 PM,921.28,16.332,,,,,
605,02/18/18 07:00:00 PM,920.99,16.237,,,,,
606,02/18/18 07:15:00 PM,921.49,16.237,,,,,
607,02/18/18 07:30:00 PM,921.49,16.237,,,,,
608,02/18/18 07:45:00 PM,921.65,16.332,,,,,
609,02/18/18 08:00:00 PM,921.69,16.427,,,,,
610,02/18/18 08:15:00 PM,922.03,16.332,,,,,
611,02/18/18 08:30:00 PM,921.86,16.237,,,,,
612,02/18/18 08:45:00 PM,922.20,16.141,,,,,
613,02/18/18 09:00:00 PM,921.95,16.141,,,,,
614,02/18/18 09:15:00 PM,922.07,16.141,,,,,
615,02/18/18 09:30:00 PM,922.24,16.237,,,,,
616,02/18/18 09:45:00 PM,921.90,16.332,,,,,
617,02/18/18 10:00:00 PM,921.94,16.427,,,,,
618,02/18/18 10:15:00 PM,921.82,16.427,,,,,
619,02/18/18 10:30:00 PM,921.78,16.332,,,,,
620,02/18/18 10:45:00 PM,921.49,16.237,,,,,
621,02/18/18 11:00:00 PM,921.58,16.141,,,,,
622,02/18/18 11:15:00 PM,921.45,16.141,,,,,
623,02/18/18 11:30:00 PM,921.62,16.237,,,,,
624,02/18/18 11:45:00 PM,921.74,16.237,,,,,
625,02/19/18 12:00:00 AM,921.74,16.237,,,,,
626,02/19/18 12:15:00 AM,921.74,16.237,,,,,
627,02/19/18 12:30:00 AM,921.78,16.332,,,,,
628,02/19/18 12:45:00 AM,921.74,16.237,,,,,
629,02/19/18 01:00:00 AM,922.28,16.332,,,,,
630,02/19/18 01:15:00 AM,922.36,16.237,,,,,
631,02/19/18 01:30:00 AM,922.24,16.237,,,,,
632,02/19/18 01:45:00 AM,922.11,16.237,,,,,
633,02/19/18 02:00:00 AM,922.49,16.237,,,,,
634,02/19/18 02:15:00 AM,922.24,16.237,,,,,
635,02/19/18 02:30:00 AM,922.28,16.332,,,,,
636,02/19/18 02:45:00 AM,922.40,16.332,,,,,
637,02/19/18 03:00:00 AM,922.52,16.332,,,,,
638,02/19/18 03:15:00 AM,922.52,16.332,,,,,
639,02/19/18 03:30:00 AM,922.28,16.332,,,,,
640,02/19/18 03:45:00 AM,922.52,16.332,,,,,
641,02/19/18 04:00:00 AM,922.40,16.332,,,,,
642,02/19/18 04:15:00 AM,922.40,16.332,,,,,
643,02/19/18 04:30:00 AM,922.40,16.332,,,,,
644,02/19/18 04:45:00 AM,922.40,16.332,,,,,
645,02/19/18 05:00:00 AM,922.28,16.332,,,,,
646,02/19/18 05:15:00 AM,922.64,16.332,,,,,
647,02/19/18 05:30:00 AM,922.64,16.332,,,,,
648,02/19/18 05:45:00 AM,922.77,16.332,,,,,
649,02/19/18 06:00:00 AM,922.90,16.332,,,,,
650,02/19/18 06:15:00 AM,923.02,16.332,,,,,
651,02/19/18 06:30:00 AM,923.36,16.237,,,,,
652,02/19/18 06:45:00 AM,923.36,16.237,,,,,
653,02/19/18 07:00:00 AM,923.51,16.332,,,,,
654,02/19/18 07:15:00 AM,923.64,16.332,,,,,
655,02/19/18 07:30:00 AM,923.76,16.332,,,,,
656,02/19/18 07:45:00 AM,923.64,16.332,,,,,
657,02/19/18 08:00:00 AM,923.76,16.332,,,,,
658,02/19/18 08:15:00 AM,924.05,16.427,,,,,
659,02/19/18 08:30:00 AM,924.26,16.332,,,,,
660,02/19/18 08:45:00 AM,924.26,16.332,,,,,
661,02/19/18 09:00:00 AM,924.10,16.237,,,,,
662,02/19/18 09:15:00 AM,924.23,16.237,,,,,
663,02/19/18 09:30:00 AM,924.35,16.237,,,,,
664,02/19/18 09:45:00 AM,924.35,16.237,,,,,
665,02/19/18 10:00:00 AM,923.98,16.237,,,,,
666,02/19/18 10:15:00 AM,924.14,16.332,,,,,
667,02/19/18 10:30:00 AM,923.72,16.237,,,,,
668,02/19/18 10:45:00 AM,923.89,16.332,,,,,
669,02/19/18 11:00:00 AM,923.89,16.332,,,,,
670,02/19/18 11:15:00 AM,923.64,16.332,,,,,
671,02/19/18 11:30:00 AM,923.30,16.427,,,,,
672,02/19/18 11:45:00 AM,923.02,16.332,,,,,
673,02/19/18 12:00:00 PM,923.23,16.237,,,,,
674,02/19/18 12:15:00 PM,923.23,16.237,,,,,
675,02/19/18 12:30:00 PM,923.23,16.237,,,,,
676,02/19/18 12:45:00 PM,922.52,16.332,,,,,
677,02/19/18 01:00:00 PM,922.31,16.427,,,,,
678,02/19/18 01:15:00 PM,922.28,16.332,,,,,
679,02/19/18 01:30:00 PM,922.40,16.332,,,,,
680,02/19/18 01:45:00 PM,922.11,16.237,,,,,
681,02/19/18 02:00:00 PM,922.40,16.332,,,,,
682,02/19/18 02:15:00 PM,922.52,16.332,,,,,
683,02/19/18 02:30:00 PM,922.52,16.332,,,,,
684,02/19/18 02:45:00 PM,922.40,16.332,,,,,
685,02/19/18 03:00:00 PM,922.40,16.332,,,,,
686,02/19/18 03:15:00 PM,922.52,16.332,,,,,
687,02/19/18 03:30:00 PM,922.52,16.332,,,,,
688,02/19/18 03:45:00 PM,922.52,16.332,,,,,
689,02/19/18 04:00:00 PM,922.64,16.332,,,,,
690,02/19/18 04:15:00 PM,922.56,16.427,,,,,
691,02/19/18 04:30:00 PM,922.52,16.332,,,,,
692,02/19/18 04:45:00 PM,922.56,16.427,,,,,
693,02/19/18 05:00:00 PM,922.64,16.332,,,,,
694,02/19/18 05:15:00 PM,923.02,16.332,,,,,
695,02/19/18 05:30:00 PM,923.15,16.332,,,,,
696,02/19/18 05:45:00 PM,923.27,16.332,,,,,
697,02/19/18 06:00:00 PM,923.55,16.427,,,,,
698,02/19/18 06:15:00 PM,923.80,16.427,,,,,
699,02/19/18 06:30:00 PM,924.02,16.332,,,,,
700,02/19/18 06:45:00 PM,924.02,16.332,,,,,
701,02/19/18 07:00:00 PM,924.14,16.332,,,,,
702,02/19/18 07:15:00 PM,924.14,16.332,,,,,
703,02/19/18 07:30:00 PM,924.38,16.332,,,,,
704,02/19/18 07:45:00 PM,924.42,16.427,,,,,
705,02/19/18 08:00:00 PM,924.42,16.427,,,,,
706,02/19/18 08:15:00 PM,924.55,16.427,,,,,
707,02/19/18 08:30:00 PM,924.67,16.427,,,,,
708,02/19/18 08:45:00 PM,925.01,16.332,,,,,
709,02/19/18 09:00:00 PM,925.01,16.332,,,,,
710,02/19/18 09:15:00 PM,925.25,16.332,,,,,
711,02/19/18 09:30:00 PM,925.50,16.332,,,,,
712,02/19/18 09:45:00 PM,925.79,16.427,,,,,
713,02/19/18 10:00:00 PM,925.91,16.427,,,,,
714,02/19/18 10:15:00 PM,925.79,16.427,,,,,
715,02/19/18 10:30:00 PM,926.04,16.427,,,,,
716,02/19/18 10:45:00 PM,926.29,16.427,,,,,
717,02/19/18 11:00:00 PM,926.54,16.427,,,,,
718,02/19/18 11:15:00 PM,926.66,16.427,,,,,
719,02/19/18 11:30:00 PM,926.62,16.332,,,,,
720,02/19/18 11:45:00 PM,926.75,16.332,,,,,
721,02/20/18 12:00:00 AM,926.75,16.332,,,,,
722,02/20/18 12:15:00 AM,926.75,16.332,,,,,
723,02/20/18 12:30:00 AM,926.87,16.332,,,,,
724,02/20/18 12:45:00 AM,926.90,16.427,,,,,
725,02/20/18 01:00:00 AM,926.90,16.427,,,,,
726,02/20/18 01:15:00 AM,926.78,16.427,,,,,
727,02/20/18 01:30:00 AM,926.90,16.427,,,,,
728,02/20/18 01:45:00 AM,926.90,16.427,,,,,
729,02/20/18 02:00:00 AM,927.03,16.427,,,,,
730,02/20/18 02:15:00 AM,926.90,16.427,,,,,
731,02/20/18 02:30:00 AM,926.90,16.427,,,,,
732,02/20/18 02:45:00 AM,926.90,16.427,,,,,
733,02/20/18 03:00:00 AM,926.90,16.427,,,,,
734,02/20/18 03:15:00 AM,927.03,16.427,,,,,
735,02/20/18 03:30:00 AM,927.03,16.427,,,,,
736,02/20/18 03:45:00 AM,927.16,16.427,,,,,
737,02/20/18 04:00:00 AM,927.16,16.427,,,,,
738,02/20/18 04:15:00 AM,927.28,16.427,,,,,
739,02/20/18 04:30:00 AM,927.41,16.427,,,,,
740,02/20/18 04:45:00 AM,927.53,16.427,,,,,
741,02/20/18 05:00:00 AM,927.77,16.427,,,,,
742,02/20/18 05:15:00 AM,927.74,16.332,,,,,
743,02/20/18 05:30:00 AM,927.99,16.332,,,,,
744,02/20/18 05:45:00 AM,927.99,16.332,,,,,
745,02/20/18 06:00:00 AM,928.03,16.427,,,,,
746,02/20/18 06:15:00 AM,928.03,16.427,,,,,
747,02/20/18 06:30:00 AM,928.15,16.427,,,,,
748,02/20/18 06:45:00 AM,928.28,16.427,,,,,
749,02/20/18 07:00:00 AM,928.15,16.427,,,,,
750,02/20/18 07:15:00 AM,928.28,16.427,,,,,
751,02/20/18 07:30:00 AM,928.15,16.427,,,,,
752,02/20/18 07:45:00 AM,928.28,16.427,,,,,
753,02/20/18 08:00:00 AM,928.40,16.427,,,,,
754,02/20/18 08:15:00 AM,928.40,16.427,,,,,
755,02/20/18 08:30:00 AM,928.64,16.427,,,,,
756,02/20/18 08:45:00 AM,928.77,16.427,,,,,
757,02/20/18 09:00:00 AM,928.77,16.427,,,,,
758,02/20/18 09:15:00 AM,928.77,16.427,,,,,
759,02/20/18 09:30:00 AM,928.73,16.332,,,,,
760,02/20/18 09:45:00 AM,928.77,16.427,,,,,
761,02/20/18 10:00:00 AM,928.90,16.427,,,,,
762,02/20/18 10:15:00 AM,928.77,16.427,,,,,
763,02/20/18 10:30:00 AM,928.64,16.427,,,,,
764,02/20/18 10:45:00 AM,928.64,16.427,,,,,
765,02/20/18 11:00:00 AM,928.52,16.427,,,,,
766,02/20/18 11:15:00 AM,928.36,16.332,,,,,
767,02/20/18 11:30:00 AM,928.36,16.332,,,,,
768,02/20/18 11:45:00 AM,928.36,16.332,,,,,
769,02/20/18 12:00:00 PM,928.15,16.427,,,,,
770,02/20/18 12:15:00 PM,928.15,16.427,,,,,
771,02/20/18 12:30:00 PM,927.90,16.427,,,,,
772,02/20/18 12:45:00 PM,927.94,16.523,,,,,
773,02/20/18 01:00:00 PM,927.53,16.427,,,,,
774,02/20/18 01:15:00 PM,927.41,16.427,,,,,
775,02/20/18 01:30:00 PM,927.28,16.427,,,,,
776,02/20/18 01:45:00 PM,927.12,16.332,,,,,
777,02/20/18 02:00:00 PM,927.16,16.427,,,,,
778,02/20/18 02:15:00 PM,927.28,16.427,,,,,
779,02/20/18 02:30:00 PM,927.28,16.427,,,,,
780,02/20/18 02:45:00 PM,927.16,16.427,,,,,
781,02/20/18 03:00:00 PM,927.16,16.427,,,,,
782,02/20/18 03:15:00 PM,926.90,16.427,,,,,
783,02/20/18 03:30:00 PM,926.82,16.523,,,,,
784,02/20/18 03:45:00 PM,926.78,16.427,,,,,
785,02/20/18 04:00:00 PM,926.54,16.427,,,,,
786,02/20/18 04:15:00 PM,926.54,16.427,,,,,
787,02/20/18 04:30:00 PM,926.41,16.427,,,,,
788,02/20/18 04:45:00 PM,926.41,16.427,,,,,
789,02/20/18 05:00:00 PM,926.29,16.427,,,,,
790,02/20/18 05:15:00 PM,926.66,16.427,,,,,
791,02/20/18 05:30:00 PM,927.03,16.427,,,,,
792,02/20/18 05:45:00 PM,927.03,16.427,,,,,
793,02/20/18 06:00:00 PM,926.90,16.427,,,,,
794,02/20/18 06:15:00 PM,927.16,16.427,,,,,
795,02/20/18 06:30:00 PM,927.28,16.427,,,,,
796,02/20/18 06:45:00 PM,927.28,16.427,,,,,
797,02/20/18 07:00:00 PM,927.28,16.427,,,,,
798,02/20/18 07:15:00 PM,927.41,16.427,,,,,
799,02/20/18 07:30:00 PM,927.41,16.427,,,,,
800,02/20/18 07:45:00 PM,927.77,16.427,,,,,
801,02/20/18 08:00:00 PM,927.65,16.427,,,,,
802,02/20/18 08:15:00 PM,927.65,16.427,,,,,
803,02/20/18 08:30:00 PM,927.77,16.427,,,,,
804,02/20/18 08:45:00 PM,927.90,16.427,,,,,
805,02/20/18 09:00:00 PM,927.90,16.427,,,,,
806,02/20/18 09:15:00 PM,927.77,16.427,,,,,
807,02/20/18 09:30:00 PM,927.65,16.427,,,,,
808,02/20/18 09:45:00 PM,927.65,16.427,,,,,
809,02/20/18 10:00:00 PM,927.77,16.427,,,,,
810,02/20/18 10:15:00 PM,927.77,16.427,,,,,
811,02/20/18 10:30:00 PM,927.77,16.427,,,,,
812,02/20/18 10:45:00 PM,927.56,16.523,,,,,
813,02/20/18 11:00:00 PM,927.44,16.523,,,,,
814,02/20/18 11:15:00 PM,927.56,16.523,,,,,
815,02/20/18 11:30:00 PM,927.53,16.427,,,,,
816,02/20/18 11:45:00 PM,927.37,16.332,,,,,
817,02/21/18 12:00:00 AM,927.16,16.427,,,,,
818,02/21/18 12:15:00 AM,927.28,16.427,,,,,
819,02/21/18 12:30:00 AM,927.32,16.523,,,,,
820,02/21/18 12:45:00 AM,926.95,16.523,,,,,
821,02/21/18 01:00:00 AM,926.95,16.523,,,,,
822,02/21/18 01:15:00 AM,926.78,16.427,,,,,
823,02/21/18 01:30:00 AM,926.66,16.427,,,,,
824,02/21/18 01:45:00 AM,926.54,16.427,,,,,
825,02/21/18 02:00:00 AM,926.66,16.427,,,,,
826,02/21/18 02:15:00 AM,926.54,16.427,,,,,
827,02/21/18 02:30:00 AM,926.54,16.427,,,,,
828,02/21/18 02:45:00 AM,926.54,16.427,,,,,
829,02/21/18 03:00:00 AM,926.41,16.427,,,,,
830,02/21/18 03:15:00 AM,926.41,16.427,,,,,
831,02/21/18 03:30:00 AM,926.54,16.427,,,,,
832,02/21/18 03:45:00 AM,926.54,16.427,,,,,
833,02/21/18 04:00:00 AM,926.57,16.523,,,,,
834,02/21/18 04:15:00 AM,926.57,16.523,,,,,
835,02/21/18 04:30:00 AM,926.69,16.523,,,,,
836,02/21/18 04:45:00 AM,926.57,16.523,,,,,
837,02/21/18 05:00:00 AM,926.82,16.523,,,,,
838,02/21/18 05:15:00 AM,926.78,16.427,,,,,
839,02/21/18 05:30:00 AM,926.78,16.427,,,,,
840,02/21/18 05:45:00 AM,926.90,16.427,,,,,
841,02/21/18 06:00:00 AM,927.03,16.427,,,,,
842,02/21/18 06:15:00 AM,927.03,16.427,,,,,
843,02/21/18 06:30:00 AM,927.28,16.427,,,,,
844,02/21/18 06:45:00 AM,927.16,16.427,,,,,
845,02/21/18 07:00:00 AM,927.41,16.427,,,,,
846,02/21/18 07:15:00 AM,927.56,16.523,,,,,
847,02/21/18 07:30:00 AM,927.56,16.523,,,,,
848,02/21/18 07:45:00 AM,927.69,16.523,,,,,
849,02/21/18 08:00:00 AM,927.81,16.523,,,,,
850,02/21/18 08:15:00 AM,927.94,16.523,,,,,
851,02/21/18 08:30:00 AM,928.07,16.523,,,,,
852,02/21/18 08:45:00 AM,928.19,16.523,,,,,
853,02/21/18 09:00:00 AM,928.03,16.427,,,,,
854,02/21/18 09:15:00 AM,927.90,16.427,,,,,
855,02/21/18 09:30:00 AM,927.77,16.427,,,,,
856,02/21/18 09:45:00 AM,927.65,16.427,,,,,
857,02/21/18 10:00:00 AM,927.90,16.427,,,,,
858,02/21/18 10:15:00 AM,927.65,16.427,,,,,
859,02/21/18 10:30:00 AM,927.65,16.427,,,,,
860,02/21/18 10:45:00 AM,927.65,16.427,,,,,
861,02/21/18 11:00:00 AM,927.56,16.523,,,,,
862,02/21/18 11:15:00 AM,927.44,16.523,,,,,
863,02/21/18 11:30:00 AM,927.32,16.523,,,,,
864,02/21/18 11:45:00 AM,927.16,16.427,,,,,
865,02/21/18 12:00:00 PM,926.99,16.332,,,,,
866,02/21/18 12:15:00 PM,926.62,16.332,,,,,
867,02/21/18 12:30:00 PM,926.37,16.332,,,,,
868,02/21/18 12:45:00 PM,926.45,16.523,,,,,
869,02/21/18 01:00:00 PM,926.12,16.618,,,,,
870,02/21/18 01:15:00 PM,926.03,16.713,,,,,
871,02/21/18 01:30:00 PM,925.95,16.523,,,,,
872,02/21/18 01:45:00 PM,925.91,16.427,,,,,
873,02/21/18 02:00:00 PM,925.67,16.427,,,,,
874,02/21/18 02:15:00 PM,925.67,16.427,,,,,
875,02/21/18 02:30:00 PM,925.54,16.427,,,,,
876,02/21/18 02:45:00 PM,925.46,16.523,,,,,
877,02/21/18 03:00:00 PM,925.54,16.427,,,,,
878,02/21/18 03:15:00 PM,925.54,16.427,,,,,
879,02/21/18 03:30:00 PM,925.42,16.427,,,,,
880,02/21/18 03:45:00 PM,925.46,16.523,,,,,
881,02/21/18 04:00:00 PM,925.46,16.523,,,,,
882,02/21/18 04:15:00 PM,925.54,16.427,,,,,
883,02/21/18 04:30:00 PM,925.58,16.523,,,,,
884,02/21/18 04:45:00 PM,925.58,16.523,,,,,
885,02/21/18 05:00:00 PM,925.82,16.523,,,,,
886,02/21/18 05:15:00 PM,925.95,16.523,,,,,
887,02/21/18 05:30:00 PM,926.08,16.523,,,,,
888,02/21/18 05:45:00 PM,926.33,16.523,,,,,
889,02/21/18 06:00:00 PM,926.41,16.427,,,,,
890,02/21/18 06:15:00 PM,926.29,16.427,,,,,
891,02/21/18 06:30:00 PM,926.45,16.523,,,,,
892,02/21/18 06:45:00 PM,926.57,16.523,,,,,
893,02/21/18 07:00:00 PM,926.69,16.523,,,,,
894,02/21/18 07:15:00 PM,926.66,16.427,,,,,
895,02/21/18 07:30:00 PM,926.66,16.427,,,,,
896,02/21/18 07:45:00 PM,926.69,16.523,,,,,
897,02/21/18 08:00:00 PM,926.95,16.523,,,,,
898,02/21/18 08:15:00 PM,927.07,16.523,,,,,
899,02/21/18 08:30:00 PM,927.20,16.523,,,,,
900,02/21/18 08:45:00 PM,927.20,16.523,,,,,
901,02/21/18 09:00:00 PM,927.20,16.523,,,,,
902,02/21/18 09:15:00 PM,927.20,16.523,,,,,
903,02/21/18 09:30:00 PM,927.32,16.523,,,,,
904,02/21/18 09:45:00 PM,927.56,16.523,,,,,
905,02/21/18 10:00:00 PM,927.56,16.523,,,,,
906,02/21/18 10:15:00 PM,927.69,16.523,,,,,
907,02/21/18 10:30:00 PM,927.81,16.523,,,,,
908,02/21/18 10:45:00 PM,927.94,16.523,,,,,
909,02/21/18 11:00:00 PM,927.94,16.523,,,,,
910,02/21/18 11:15:00 PM,927.94,16.523,,,,,
