"Plot Title: Level 20028982"
"#","Date Time, GMT-07:00","Abs Pres, mm Hg (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Press)","Temp, °C (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Temp)","End Of File (LGR S/N: 20028982)"
528,04/11/18 01:45:00 AM,898.54,16.237,
529,04/11/18 02:00:00 AM,898.42,16.237,
530,04/11/18 02:15:00 AM,898.42,16.237,
531,04/11/18 02:30:00 AM,898.42,16.237,
532,04/11/18 02:45:00 AM,898.42,16.237,
533,04/11/18 03:00:00 AM,898.04,16.237,
534,04/11/18 03:15:00 AM,898.20,16.332,
535,04/11/18 03:30:00 AM,898.08,16.332,
536,04/11/18 03:45:00 AM,898.20,16.332,
537,04/11/18 04:00:00 AM,898.20,16.332,
538,04/11/18 04:15:00 AM,898.20,16.332,
539,04/11/18 04:30:00 AM,898.20,16.332,
540,04/11/18 04:45:00 AM,897.95,16.332,
541,04/11/18 05:00:00 AM,898.08,16.332,
542,04/11/18 05:15:00 AM,898.20,16.332,
543,04/11/18 05:30:00 AM,898.20,16.332,
544,04/11/18 05:45:00 AM,898.20,16.332,
545,04/11/18 06:00:00 AM,898.20,16.332,
546,04/11/18 06:15:00 AM,898.45,16.332,
547,04/11/18 06:30:00 AM,898.45,16.332,
548,04/11/18 06:45:00 AM,898.70,16.332,
549,04/11/18 07:00:00 AM,898.82,16.332,
550,04/11/18 07:15:00 AM,898.82,16.332,
551,04/11/18 07:30:00 AM,898.82,16.332,
552,04/11/18 07:45:00 AM,899.20,16.332,
553,04/11/18 08:00:00 AM,899.07,16.332,
554,04/11/18 08:15:00 AM,899.20,16.332,
555,04/11/18 08:30:00 AM,899.20,16.332,
556,04/11/18 08:45:00 AM,899.20,16.332,
557,04/11/18 09:00:00 AM,899.44,16.332,
558,04/11/18 09:15:00 AM,899.32,16.332,
559,04/11/18 09:30:00 AM,899.69,16.332,
560,04/11/18 09:45:00 AM,899.81,16.332,
561,04/11/18 10:00:00 AM,899.81,16.332,
562,04/11/18 10:15:00 AM,899.81,16.332,
563,04/11/18 10:30:00 AM,899.81,16.332,
564,04/11/18 10:45:00 AM,900.06,16.332,
565,04/11/18 11:00:00 AM,900.19,16.332,
566,04/11/18 11:15:00 AM,899.94,16.332,
567,04/11/18 11:30:00 AM,899.69,16.332,
568,04/11/18 11:45:00 AM,899.69,16.332,
569,04/11/18 12:00:00 PM,899.44,16.332,
570,04/11/18 12:15:00 PM,899.32,16.332,
571,04/11/18 12:30:00 PM,899.35,16.427,
572,04/11/18 12:45:00 PM,899.35,16.427,
573,04/11/18 01:00:00 PM,899.35,16.427,
574,04/11/18 01:15:00 PM,899.11,16.427,
575,04/11/18 01:30:00 PM,899.11,16.427,
576,04/11/18 01:45:00 PM,898.86,16.427,
577,04/11/18 02:00:00 PM,898.44,16.618,
578,04/11/18 02:15:00 PM,898.03,16.523,
579,04/11/18 02:30:00 PM,898.12,16.427,
580,04/11/18 02:45:00 PM,898.24,16.427,
581,04/11/18 03:00:00 PM,898.86,16.427,
582,04/11/18 03:15:00 PM,898.98,16.427,
583,04/11/18 03:30:00 PM,898.61,16.427,
584,04/11/18 03:45:00 PM,898.12,16.427,
585,04/11/18 04:00:00 PM,898.03,16.523,
586,04/11/18 04:15:00 PM,897.78,16.523,
587,04/11/18 04:30:00 PM,897.85,16.713,
588,04/11/18 04:45:00 PM,898.48,16.713,
589,04/11/18 05:00:00 PM,898.27,16.523,
590,04/11/18 05:15:00 PM,898.40,16.523,
591,04/11/18 05:30:00 PM,898.40,16.523,
592,04/11/18 05:45:00 PM,898.52,16.523,
593,04/11/18 06:00:00 PM,898.40,16.523,
594,04/11/18 06:15:00 PM,898.40,16.523,
595,04/11/18 06:30:00 PM,898.52,16.523,
596,04/11/18 06:45:00 PM,898.52,16.523,
597,04/11/18 07:00:00 PM,898.65,16.523,
598,04/11/18 07:15:00 PM,898.65,16.523,
599,04/11/18 07:30:00 PM,898.40,16.523,
600,04/11/18 07:45:00 PM,898.40,16.523,
601,04/11/18 08:00:00 PM,898.40,16.523,
602,04/11/18 08:15:00 PM,898.77,16.523,
603,04/11/18 08:30:00 PM,898.52,16.523,
604,04/11/18 08:45:00 PM,898.52,16.523,
605,04/11/18 09:00:00 PM,898.90,16.523,
606,04/11/18 09:15:00 PM,898.90,16.523,
607,04/11/18 09:30:00 PM,898.90,16.523,
608,04/11/18 09:45:00 PM,899.14,16.523,
609,04/11/18 10:00:00 PM,899.39,16.523,
610,04/11/18 10:15:00 PM,899.52,16.523,
611,04/11/18 10:30:00 PM,899.55,16.618,
612,04/11/18 10:45:00 PM,899.43,16.618,
613,04/11/18 11:00:00 PM,899.30,16.618,
614,04/11/18 11:15:00 PM,899.64,16.523,
615,04/11/18 11:30:00 PM,899.39,16.523,
616,04/11/18 11:45:00 PM,899.52,16.523,
617,04/12/18 12:00:00 AM,899.55,16.618,
618,04/12/18 12:15:00 AM,899.80,16.618,
619,04/12/18 12:30:00 AM,900.05,16.618,
620,04/12/18 12:45:00 AM,900.05,16.618,
621,04/12/18 01:00:00 AM,900.13,16.523,
622,04/12/18 01:15:00 AM,900.13,16.523,
623,04/12/18 01:30:00 AM,900.26,16.523,
624,04/12/18 01:45:00 AM,900.17,16.618,
625,04/12/18 02:00:00 AM,900.30,16.618,
626,04/12/18 02:15:00 AM,900.17,16.618,
627,04/12/18 02:30:00 AM,900.42,16.618,
628,04/12/18 02:45:00 AM,900.17,16.618,
629,04/12/18 03:00:00 AM,899.92,16.618,
630,04/12/18 03:15:00 AM,900.01,16.523,
631,04/12/18 03:30:00 AM,900.01,16.523,
632,04/12/18 03:45:00 AM,900.42,16.618,
633,04/12/18 04:00:00 AM,900.34,16.713,
634,04/12/18 04:15:00 AM,900.40,16.903,
635,04/12/18 04:30:00 AM,900.37,16.808,
636,04/12/18 04:45:00 AM,900.30,16.618,
637,04/12/18 05:00:00 AM,900.05,16.618,
638,04/12/18 05:15:00 AM,900.30,16.618,
639,04/12/18 05:30:00 AM,900.42,16.618,
640,04/12/18 05:45:00 AM,900.34,16.713,
641,04/12/18 06:00:00 AM,900.70,16.713,
642,04/12/18 06:15:00 AM,900.83,16.713,
643,04/12/18 06:30:00 AM,901.20,16.713,
644,04/12/18 06:45:00 AM,901.57,16.713,
645,04/12/18 07:00:00 AM,901.82,16.713,
646,04/12/18 07:15:00 AM,902.32,16.713,
647,04/12/18 07:30:00 AM,902.65,16.618,
648,04/12/18 07:45:00 AM,902.94,16.713,
649,04/12/18 08:00:00 AM,902.94,16.713,
650,04/12/18 08:15:00 AM,903.06,16.713,
651,04/12/18 08:30:00 AM,903.43,16.713,
652,04/12/18 08:45:00 AM,903.68,16.713,
653,04/12/18 09:00:00 AM,903.43,16.713,
654,04/12/18 09:15:00 AM,903.68,16.713,
655,04/12/18 09:30:00 AM,904.34,16.808,
656,04/12/18 09:45:00 AM,904.34,16.808,
657,04/12/18 10:00:00 AM,903.88,16.903,
658,04/12/18 10:15:00 AM,904.30,16.713,
659,04/12/18 10:30:00 AM,904.63,16.618,
660,04/12/18 10:45:00 AM,904.80,16.713,
661,04/12/18 11:00:00 AM,904.84,16.808,
662,04/12/18 11:15:00 AM,904.96,16.808,
663,04/12/18 11:30:00 AM,904.92,16.713,
664,04/12/18 11:45:00 AM,905.17,16.713,
665,04/12/18 12:00:00 PM,905.17,16.713,
666,04/12/18 12:15:00 PM,904.96,16.808,
667,04/12/18 12:30:00 PM,905.08,16.808,
668,04/12/18 12:45:00 PM,904.59,16.808,
669,04/12/18 01:00:00 PM,904.71,16.808,
670,04/12/18 01:15:00 PM,904.34,16.808,
671,04/12/18 01:30:00 PM,904.46,16.808,
672,04/12/18 01:45:00 PM,904.06,16.713,
673,04/12/18 02:00:00 PM,904.30,16.713,
674,04/12/18 02:15:00 PM,904.06,16.713,
675,04/12/18 02:30:00 PM,904.71,16.808,
676,04/12/18 02:45:00 PM,904.46,16.808,
677,04/12/18 03:00:00 PM,904.34,16.808,
678,04/12/18 03:15:00 PM,903.97,16.808,
679,04/12/18 03:30:00 PM,903.59,16.808,
680,04/12/18 03:45:00 PM,903.43,16.713,
681,04/12/18 04:00:00 PM,903.19,16.713,
682,04/12/18 04:15:00 PM,903.55,16.713,
683,04/12/18 04:30:00 PM,903.43,16.713,
684,04/12/18 04:45:00 PM,903.34,16.808,
685,04/12/18 05:00:00 PM,903.22,16.808,
686,04/12/18 05:15:00 PM,903.34,16.808,
687,04/12/18 05:30:00 PM,903.55,16.713,
688,04/12/18 05:45:00 PM,903.55,16.713,
689,04/12/18 06:00:00 PM,903.72,16.808,
690,04/12/18 06:15:00 PM,903.72,16.808,
691,04/12/18 06:30:00 PM,903.72,16.808,
692,04/12/18 06:45:00 PM,903.84,16.808,
693,04/12/18 07:00:00 PM,903.97,16.808,
694,04/12/18 07:15:00 PM,903.97,16.808,
695,04/12/18 07:30:00 PM,904.09,16.808,
696,04/12/18 07:45:00 PM,903.72,16.808,
697,04/12/18 08:00:00 PM,903.84,16.808,
698,04/12/18 08:15:00 PM,903.84,16.808,
699,04/12/18 08:30:00 PM,903.93,16.713,
700,04/12/18 08:45:00 PM,904.34,16.808,
701,04/12/18 09:00:00 PM,904.46,16.808,
702,04/12/18 09:15:00 PM,904.59,16.808,
703,04/12/18 09:30:00 PM,904.46,16.808,
704,04/12/18 09:45:00 PM,904.46,16.808,
705,04/12/18 10:00:00 PM,904.84,16.808,
706,04/12/18 10:15:00 PM,904.71,16.808,
707,04/12/18 10:30:00 PM,904.71,16.808,
708,04/12/18 10:45:00 PM,904.59,16.808,
709,04/12/18 11:00:00 PM,904.80,16.713,
710,04/12/18 11:15:00 PM,905.05,16.713,
711,04/12/18 11:30:00 PM,904.96,16.808,
712,04/12/18 11:45:00 PM,904.84,16.808,
713,04/13/18 12:00:00 AM,904.84,16.808,
714,04/13/18 12:15:00 AM,904.96,16.808,
715,04/13/18 12:30:00 AM,904.80,16.713,
716,04/13/18 12:45:00 AM,904.80,16.713,
717,04/13/18 01:00:00 AM,904.92,16.713,
718,04/13/18 01:15:00 AM,905.08,16.808,
719,04/13/18 01:30:00 AM,905.08,16.808,
720,04/13/18 01:45:00 AM,905.20,16.808,
721,04/13/18 02:00:00 AM,905.08,16.808,
722,04/13/18 02:15:00 AM,905.08,16.808,
723,04/13/18 02:30:00 AM,905.20,16.808,
724,04/13/18 02:45:00 AM,905.05,16.713,
725,04/13/18 03:00:00 AM,905.17,16.713,
726,04/13/18 03:15:00 AM,905.05,16.713,
727,04/13/18 03:30:00 AM,904.96,16.808,
728,04/13/18 03:45:00 AM,905.05,16.713,
729,04/13/18 04:00:00 AM,905.17,16.713,
730,04/13/18 04:15:00 AM,905.17,16.713,
731,04/13/18 04:30:00 AM,905.08,16.808,
732,04/13/18 04:45:00 AM,904.96,16.808,
733,04/13/18 05:00:00 AM,904.96,16.808,
734,04/13/18 05:15:00 AM,904.96,16.808,
735,04/13/18 05:30:00 AM,905.08,16.808,
736,04/13/18 05:45:00 AM,905.08,16.808,
737,04/13/18 06:00:00 AM,905.29,16.713,
738,04/13/18 06:15:00 AM,905.29,16.713,
739,04/13/18 06:30:00 AM,905.54,16.713,
740,04/13/18 06:45:00 AM,905.58,16.808,
741,04/13/18 07:00:00 AM,905.71,16.808,
742,04/13/18 07:15:00 AM,905.95,16.808,
743,04/13/18 07:30:00 AM,906.16,16.713,
744,04/13/18 07:45:00 AM,906.41,16.713,
745,04/13/18 08:00:00 AM,906.53,16.713,
746,04/13/18 08:15:00 AM,906.70,16.808,
747,04/13/18 08:30:00 AM,906.70,16.808,
748,04/13/18 08:45:00 AM,906.82,16.808,
749,04/13/18 09:00:00 AM,906.94,16.808,
750,04/13/18 09:15:00 AM,907.15,16.713,
751,04/13/18 09:30:00 AM,907.28,16.713,
752,04/13/18 09:45:00 AM,907.53,16.713,
753,04/13/18 10:00:00 AM,907.53,16.713,
754,04/13/18 10:15:00 AM,907.53,16.713,
755,04/13/18 10:30:00 AM,907.78,16.713,
756,04/13/18 10:45:00 AM,907.93,16.808,
757,04/13/18 11:00:00 AM,907.93,16.808,
758,04/13/18 11:15:00 AM,908.06,16.808,
759,04/13/18 11:30:00 AM,908.06,16.808,
760,04/13/18 11:45:00 AM,908.02,16.713,
761,04/13/18 12:00:00 PM,908.14,16.713,
762,04/13/18 12:15:00 PM,908.14,16.713,
763,04/13/18 12:30:00 PM,908.18,16.808,
764,04/13/18 12:45:00 PM,907.93,16.808,
765,04/13/18 01:00:00 PM,907.81,16.808,
766,04/13/18 01:15:00 PM,907.69,16.808,
767,04/13/18 01:30:00 PM,907.44,16.808,
768,04/13/18 01:45:00 PM,907.32,16.808,
769,04/13/18 02:00:00 PM,907.44,16.808,
770,04/13/18 02:15:00 PM,907.32,16.808,
771,04/13/18 02:30:00 PM,907.19,16.808,
772,04/13/18 02:45:00 PM,907.03,16.713,
773,04/13/18 03:00:00 PM,906.78,16.713,
774,04/13/18 03:15:00 PM,906.57,16.808,
775,04/13/18 03:30:00 PM,906.32,16.808,
776,04/13/18 03:45:00 PM,906.32,16.808,
777,04/13/18 04:00:00 PM,906.20,16.808,
778,04/13/18 04:15:00 PM,906.20,16.808,
779,04/13/18 04:30:00 PM,905.95,16.808,
780,04/13/18 04:45:00 PM,906.07,16.808,
781,04/13/18 05:00:00 PM,906.04,16.713,
782,04/13/18 05:15:00 PM,905.92,16.713,
783,04/13/18 05:30:00 PM,905.83,16.808,
784,04/13/18 05:45:00 PM,905.95,16.808,
785,04/13/18 06:00:00 PM,905.83,16.808,
786,04/13/18 06:15:00 PM,905.83,16.808,
787,04/13/18 06:30:00 PM,905.83,16.808,
788,04/13/18 06:45:00 PM,905.95,16.808,
789,04/13/18 07:00:00 PM,905.83,16.808,
790,04/13/18 07:15:00 PM,905.95,16.808,
791,04/13/18 07:30:00 PM,905.83,16.808,
792,04/13/18 07:45:00 PM,905.95,16.808,
793,04/13/18 08:00:00 PM,906.07,16.808,
794,04/13/18 08:15:00 PM,905.95,16.808,
795,04/13/18 08:30:00 PM,906.07,16.808,
796,04/13/18 08:45:00 PM,906.32,16.808,
797,04/13/18 09:00:00 PM,906.45,16.808,
798,04/13/18 09:15:00 PM,906.45,16.808,
799,04/13/18 09:30:00 PM,906.70,16.808,
800,04/13/18 09:45:00 PM,906.70,16.808,
801,04/13/18 10:00:00 PM,906.57,16.808,
802,04/13/18 10:15:00 PM,906.70,16.808,
803,04/13/18 10:30:00 PM,906.82,16.808,
804,04/13/18 10:45:00 PM,906.94,16.808,
805,04/13/18 11:00:00 PM,906.94,16.808,
806,04/13/18 11:15:00 PM,906.94,16.808,
807,04/13/18 11:30:00 PM,906.94,16.808,
808,04/13/18 11:45:00 PM,906.78,16.713,
809,04/14/18 12:00:00 AM,906.78,16.713,
810,04/14/18 12:15:00 AM,906.82,16.808,
811,04/14/18 12:30:00 AM,906.70,16.808,
812,04/14/18 12:45:00 AM,906.82,16.808,
813,04/14/18 01:00:00 AM,906.94,16.808,
814,04/14/18 01:15:00 AM,906.94,16.808,
815,04/14/18 01:30:00 AM,906.78,16.713,
816,04/14/18 01:45:00 AM,906.82,16.808,
817,04/14/18 02:00:00 AM,906.70,16.808,
818,04/14/18 02:15:00 AM,906.45,16.808,
819,04/14/18 02:30:00 AM,906.41,16.713,
820,04/14/18 02:45:00 AM,906.28,16.713,
821,04/14/18 03:00:00 AM,906.32,16.808,
822,04/14/18 03:15:00 AM,906.20,16.808,
823,04/14/18 03:30:00 AM,905.95,16.808,
824,04/14/18 03:45:00 AM,905.95,16.808,
825,04/14/18 04:00:00 AM,906.07,16.808,
826,04/14/18 04:15:00 AM,905.83,16.808,
827,04/14/18 04:30:00 AM,905.95,16.808,
828,04/14/18 04:45:00 AM,905.95,16.808,
829,04/14/18 05:00:00 AM,906.07,16.808,
830,04/14/18 05:15:00 AM,906.20,16.808,
831,04/14/18 05:30:00 AM,906.16,16.713,
832,04/14/18 05:45:00 AM,906.16,16.713,
833,04/14/18 06:00:00 AM,906.32,16.808,
834,04/14/18 06:15:00 AM,906.32,16.808,
835,04/14/18 06:30:00 AM,906.32,16.808,
836,04/14/18 06:45:00 AM,906.32,16.808,
837,04/14/18 07:00:00 AM,906.45,16.808,
838,04/14/18 07:15:00 AM,906.45,16.808,
839,04/14/18 07:30:00 AM,906.45,16.808,
840,04/14/18 07:45:00 AM,906.45,16.808,
841,04/14/18 08:00:00 AM,906.57,16.808,
842,04/14/18 08:15:00 AM,906.57,16.808,
843,04/14/18 08:30:00 AM,906.57,16.808,
844,04/14/18 08:45:00 AM,906.57,16.808,
845,04/14/18 09:00:00 AM,906.82,16.808,
846,04/14/18 09:15:00 AM,906.94,16.808,
847,04/14/18 09:30:00 AM,907.06,16.808,
848,04/14/18 09:45:00 AM,907.19,16.808,
849,04/14/18 10:00:00 AM,907.19,16.808,
850,04/14/18 10:15:00 AM,907.32,16.808,
851,04/14/18 10:30:00 AM,907.32,16.808,
852,04/14/18 10:45:00 AM,907.19,16.808,
853,04/14/18 11:00:00 AM,907.32,16.808,
854,04/14/18 11:15:00 AM,907.19,16.808,
855,04/14/18 11:30:00 AM,907.06,16.808,
856,04/14/18 11:45:00 AM,907.06,16.808,
857,04/14/18 12:00:00 PM,907.06,16.808,
858,04/14/18 12:15:00 PM,906.70,16.808,
859,04/14/18 12:30:00 PM,906.57,16.808,
860,04/14/18 12:45:00 PM,906.32,16.808,
861,04/14/18 01:00:00 PM,906.20,16.808,
862,04/14/18 01:15:00 PM,906.07,16.808,
863,04/14/18 01:30:00 PM,905.95,16.808,
864,04/14/18 01:45:00 PM,905.58,16.808,
865,04/14/18 02:00:00 PM,905.45,16.808,
866,04/14/18 02:15:00 PM,905.20,16.808,
867,04/14/18 02:30:00 PM,905.08,16.808,
868,04/14/18 02:45:00 PM,904.84,16.808,
869,04/14/18 03:00:00 PM,904.67,16.713,
870,04/14/18 03:15:00 PM,904.59,16.808,
871,04/14/18 03:30:00 PM,904.71,16.808,
872,04/14/18 03:45:00 PM,904.46,16.808,
873,04/14/18 04:00:00 PM,904.34,16.808,
874,04/14/18 04:15:00 PM,904.21,16.808,
875,04/14/18 04:30:00 PM,904.21,16.808,
876,04/14/18 04:45:00 PM,904.09,16.808,
877,04/14/18 05:00:00 PM,903.97,16.808,
878,04/14/18 05:15:00 PM,903.84,16.808,
879,04/14/18 05:30:00 PM,903.72,16.808,
880,04/14/18 05:45:00 PM,903.59,16.808,
881,04/14/18 06:00:00 PM,903.59,16.808,
882,04/14/18 06:15:00 PM,903.47,16.808,
883,04/14/18 06:30:00 PM,903.34,16.808,
884,04/14/18 06:45:00 PM,903.22,16.808,
885,04/14/18 07:00:00 PM,903.22,16.808,
886,04/14/18 07:15:00 PM,903.22,16.808,
887,04/14/18 07:30:00 PM,903.22,16.808,
888,04/14/18 07:45:00 PM,903.22,16.808,
889,04/14/18 08:00:00 PM,903.38,16.903,
890,04/14/18 08:15:00 PM,903.34,16.808,
891,04/14/18 08:30:00 PM,903.34,16.808,
892,04/14/18 08:45:00 PM,903.34,16.808,
893,04/14/18 09:00:00 PM,903.59,16.808,
894,04/14/18 09:15:00 PM,903.84,16.808,
895,04/14/18 09:30:00 PM,903.97,16.808,
896,04/14/18 09:45:00 PM,904.09,16.808,
897,04/14/18 10:00:00 PM,903.97,16.808,
898,04/14/18 10:15:00 PM,904.21,16.808,
899,04/14/18 10:30:00 PM,904.09,16.808,
900,04/14/18 10:45:00 PM,904.21,16.808,
901,04/14/18 11:00:00 PM,904.09,16.808,
902,04/14/18 11:15:00 PM,904.09,16.808,
903,04/14/18 11:30:00 PM,904.00,16.903,
904,04/14/18 11:45:00 PM,903.72,16.808,
905,04/15/18 12:00:00 AM,903.84,16.808,
906,04/15/18 12:15:00 AM,903.59,16.808,
907,04/15/18 12:30:00 AM,903.59,16.808,
908,04/15/18 12:45:00 AM,903.34,16.808,
909,04/15/18 01:00:00 AM,903.34,16.808,
910,04/15/18 01:15:00 AM,903.34,16.808,
911,04/15/18 01:30:00 AM,903.10,16.808,
912,04/15/18 01:45:00 AM,902.98,16.808,
913,04/15/18 02:00:00 AM,902.85,16.808,
914,04/15/18 02:15:00 AM,902.98,16.808,
915,04/15/18 02:30:00 AM,902.73,16.808,
916,04/15/18 02:45:00 AM,902.60,16.808,
917,04/15/18 03:00:00 AM,902.60,16.808,
918,04/15/18 03:15:00 AM,902.48,16.808,
919,04/15/18 03:30:00 AM,902.23,16.808,
920,04/15/18 03:45:00 AM,902.23,16.808,
921,04/15/18 04:00:00 AM,902.11,16.808,
922,04/15/18 04:15:00 AM,902.11,16.808,
923,04/15/18 04:30:00 AM,901.98,16.808,
924,04/15/18 04:45:00 AM,901.86,16.808,
925,04/15/18 05:00:00 AM,901.86,16.808,
926,04/15/18 05:15:00 AM,901.48,16.808,
927,04/15/18 05:30:00 AM,901.61,16.808,
928,04/15/18 05:45:00 AM,901.61,16.808,
929,04/15/18 06:00:00 AM,901.73,16.808,
930,04/15/18 06:15:00 AM,901.98,16.808,
931,04/15/18 06:30:00 AM,901.86,16.808,
932,04/15/18 06:45:00 AM,902.11,16.808,
933,04/15/18 07:00:00 AM,901.86,16.808,
934,04/15/18 07:15:00 AM,901.73,16.808,
935,04/15/18 07:30:00 AM,902.11,16.808,
936,04/15/18 07:45:00 AM,902.11,16.808,
937,04/15/18 08:00:00 AM,902.51,16.903,
938,04/15/18 08:15:00 AM,902.26,16.903,
939,04/15/18 08:30:00 AM,902.39,16.903,
940,04/15/18 08:45:00 AM,902.11,16.808,
941,04/15/18 09:00:00 AM,902.23,16.808,
942,04/15/18 09:15:00 AM,902.35,16.808,
943,04/15/18 09:30:00 AM,902.51,16.903,
944,04/15/18 09:45:00 AM,902.60,16.808,
945,04/15/18 10:00:00 AM,902.48,16.808,
946,04/15/18 10:15:00 AM,902.23,16.808,
947,04/15/18 10:30:00 AM,902.35,16.808,
948,04/15/18 10:45:00 AM,902.39,16.903,
949,04/15/18 11:00:00 AM,902.26,16.903,
950,04/15/18 11:15:00 AM,902.39,16.903,
951,04/15/18 11:30:00 AM,902.14,16.903,
952,04/15/18 11:45:00 AM,902.14,16.903,
953,04/15/18 12:00:00 PM,902.02,16.903,
954,04/15/18 12:15:00 PM,902.11,16.808,
955,04/15/18 12:30:00 PM,901.73,16.808,
956,04/15/18 12:45:00 PM,901.61,16.808,
957,04/15/18 01:00:00 PM,901.36,16.808,
958,04/15/18 01:15:00 PM,901.52,16.903,
959,04/15/18 01:30:00 PM,901.40,16.903,
960,04/15/18 01:45:00 PM,901.03,16.903,
961,04/15/18 02:00:00 PM,901.15,16.903,
962,04/15/18 02:15:00 PM,901.27,16.903,
963,04/15/18 02:30:00 PM,901.03,16.903,
964,04/15/18 02:45:00 PM,900.90,16.903,
965,04/15/18 03:00:00 PM,900.78,16.903,
966,04/15/18 03:15:00 PM,900.53,16.903,
967,04/15/18 03:30:00 PM,900.16,16.903,
968,04/15/18 03:45:00 PM,900.04,16.903,
969,04/15/18 04:00:00 PM,900.04,16.903,
970,04/15/18 04:15:00 PM,900.04,16.903,
971,04/15/18 04:30:00 PM,900.12,16.808,
972,04/15/18 04:45:00 PM,900.12,16.808,
973,04/15/18 05:00:00 PM,900.04,16.903,
974,04/15/18 05:15:00 PM,899.79,16.903,
975,04/15/18 05:30:00 PM,899.79,16.903,
976,04/15/18 05:45:00 PM,899.79,16.903,
977,04/15/18 06:00:00 PM,899.41,16.903,
978,04/15/18 06:15:00 PM,899.54,16.903,
979,04/15/18 06:30:00 PM,899.54,16.903,
980,04/15/18 06:45:00 PM,899.66,16.903,
981,04/15/18 07:00:00 PM,899.54,16.903,
982,04/15/18 07:15:00 PM,899.62,16.808,
983,04/15/18 07:30:00 PM,899.54,16.903,
984,04/15/18 07:45:00 PM,899.79,16.903,
985,04/15/18 08:00:00 PM,899.91,16.903,
986,04/15/18 08:15:00 PM,899.70,16.999,
987,04/15/18 08:30:00 PM,899.95,16.999,
988,04/15/18 08:45:00 PM,900.04,16.903,
989,04/15/18 09:00:00 PM,900.40,16.903,
990,04/15/18 09:15:00 PM,900.53,16.903,
991,04/15/18 09:30:00 PM,900.90,16.903,
992,04/15/18 09:45:00 PM,901.24,16.808,
993,04/15/18 10:00:00 PM,901.65,16.903,
994,04/15/18 10:15:00 PM,901.90,16.903,
995,04/15/18 10:30:00 PM,902.26,16.903,
996,04/15/18 10:45:00 PM,902.43,16.999,
997,04/15/18 11:00:00 PM,902.77,16.903,
998,04/15/18 11:15:00 PM,902.73,16.808,
999,04/15/18 11:30:00 PM,902.85,16.808,
1000,04/15/18 11:45:00 PM,902.89,16.903,
1001,04/16/18 12:00:00 AM,903.01,16.903,
1002,04/16/18 12:15:00 AM,902.98,16.808,
1003,04/16/18 12:30:00 AM,903.10,16.808,
1004,04/16/18 12:45:00 AM,903.23,17.475,
1005,04/16/18 01:00:00 AM,903.34,17.760,
1006,04/16/18 01:15:00 AM,903.22,17.760,
1007,04/16/18 01:30:00 AM,903.25,17.855,
1008,04/16/18 01:45:00 AM,903.01,17.855,
1009,04/16/18 02:00:00 AM,903.01,17.855,
1010,04/16/18 02:15:00 AM,903.13,17.855,
1011,04/16/18 02:30:00 AM,903.13,17.855,
1012,04/16/18 02:45:00 AM,903.01,17.855,
1013,04/16/18 03:00:00 AM,903.25,17.855,
1014,04/16/18 03:15:00 AM,903.25,17.855,
1015,04/16/18 03:30:00 AM,903.13,17.855,
1016,04/16/18 03:45:00 AM,903.13,17.855,
1017,04/16/18 04:00:00 AM,903.22,17.760,
1018,04/16/18 04:15:00 AM,903.34,17.760,
1019,04/16/18 04:30:00 AM,903.34,17.760,
1020,04/16/18 04:45:00 AM,903.38,17.855,
1021,04/16/18 05:00:00 AM,903.38,17.855,
1022,04/16/18 05:15:00 AM,903.38,17.855,
1023,04/16/18 05:30:00 AM,903.50,17.855,
1024,04/16/18 05:45:00 AM,903.63,17.855,
1025,04/16/18 06:00:00 AM,903.75,17.855,
1026,04/16/18 06:15:00 AM,903.72,17.760,
1027,04/16/18 06:30:00 AM,903.84,17.760,
1028,04/16/18 06:45:00 AM,903.97,17.760,
1029,04/16/18 07:00:00 AM,903.97,17.760,
1030,04/16/18 07:15:00 AM,904.09,17.760,
1031,04/16/18 07:30:00 AM,904.21,17.760,
1032,04/16/18 07:45:00 AM,904.33,17.760,
1033,04/16/18 08:00:00 AM,904.62,17.855,
1034,04/16/18 08:15:00 AM,904.62,17.855,
1035,04/16/18 08:30:00 AM,904.87,17.855,
1036,04/16/18 08:45:00 AM,904.62,17.855,
1037,04/16/18 09:00:00 AM,904.71,17.760,
1038,04/16/18 09:15:00 AM,904.71,17.760,
1039,04/16/18 09:30:00 AM,904.96,17.760,
1040,04/16/18 09:45:00 AM,905.20,17.760,
1041,04/16/18 10:00:00 AM,905.24,17.855,
1042,04/16/18 10:15:00 AM,905.11,17.855,
1043,04/16/18 10:30:00 AM,905.37,17.855,
1044,04/16/18 10:45:00 AM,905.20,17.760,
1045,04/16/18 11:00:00 AM,905.41,17.665,
1046,04/16/18 11:15:00 AM,905.29,17.665,
1047,04/16/18 11:30:00 AM,905.29,17.665,
1048,04/16/18 11:45:00 AM,905.33,17.760,
1049,04/16/18 12:00:00 PM,905.20,17.760,
1050,04/16/18 12:15:00 PM,905.20,17.760,
1051,04/16/18 12:30:00 PM,905.33,17.760,
1052,04/16/18 12:45:00 PM,905.29,17.665,
1053,04/16/18 01:00:00 PM,905.54,17.665,
1054,04/16/18 01:15:00 PM,905.08,17.760,
1055,04/16/18 01:30:00 PM,904.99,17.855,
1056,04/16/18 01:45:00 PM,904.62,17.855,
1057,04/16/18 02:00:00 PM,904.58,17.760,
